satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.72,0.71,3.0,,3,0.0,0,technical,low,0
0.58,0.61,2.0,191.0,3,1.0,0,management,low,0
0.65,1.0,4.0,,3,0.0,0,IT,low,0
0.18,0.55,5.0,217.0,4,0.0,0,IT,low,0
0.83,0.99,4.0,184.0,3,0.0,0,IT,low,0
0.2,0.76,5.0,188.0,3,0.0,0,IT,low,0
0.96,0.93,,240.0,6,0.0,0,IT,,0
0.59,0.69,4.0,226.0,3,0.0,0,product_mng,low,0
0.97,0.99,3.0,196.0,3,0.0,0,product_mng,low,0
0.14,0.99,6.0,251.0,4,,0,product_mng,low,0
0.75,0.96,4.0,150.0,2,0.0,0,product_mng,low,0
0.71,0.63,3.0,249.0,3,0.0,0,IT,low,0
0.84,,4.0,251.0,3,0.0,0,RandD,low,0
0.57,0.75,5.0,252.0,3,0.0,0,RandD,medium,0
0.46,0.55,5.0,261.0,5,0.0,0,RandD,,0
0.77,0.94,4.0,225.0,2,0.0,0,RandD,medium,0
0.44,0.65,2.0,151.0,3,0.0,0,RandD,medium,0
0.68,,4.0,147.0,2,0.0,0,marketing,medium,0
0.94,0.58,4.0,159.0,3,0.0,0,sales,medium,0
0.73,,4.0,241.0,2,1.0,0,accounting,,0
0.51,0.5,5.0,176.0,5,0.0,0,support,medium,0
0.93,0.87,4.0,218.0,4,0.0,0,technical,,0
0.74,1.0,4.0,219.0,3,0.0,0,management,medium,0
0.82,0.9,3.0,227.0,3,,0,marketing,medium,0
0.86,0.91,4.0,182.0,2,0.0,0,marketing,medium,0
0.99,0.86,,196.0,2,1.0,0,marketing,,0
0.58,0.86,,257.0,3,0.0,0,sales,low,0
0.96,0.6,5.0,182.0,5,0.0,0,sales,medium,0
0.72,0.67,4.0,,3,0.0,0,sales,medium,0
0.23,0.94,4.0,142.0,4,0.0,0,sales,medium,0
0.99,,4.0,172.0,2,0.0,0,sales,medium,0
0.95,0.58,4.0,188.0,3,0.0,0,sales,,0
0.75,,5.0,281.0,3,1.0,0,sales,low,0
0.95,0.54,4.0,255.0,2,0.0,0,sales,low,0
0.97,0.84,3.0,223.0,3,0.0,0,sales,,0
0.98,0.86,2.0,219.0,4,0.0,0,sales,low,0
0.79,0.98,3.0,195.0,2,0.0,0,sales,,0
0.54,,,,3,,0,sales,low,0
0.51,0.51,5.0,,4,0.0,0,sales,low,0
0.83,0.91,4.0,266.0,3,1.0,0,sales,low,0
0.6,0.7,3.0,147.0,2,0.0,0,sales,low,0
0.58,0.83,4.0,207.0,3,0.0,0,sales,low,0
0.55,,3.0,185.0,2,0.0,0,sales,low,0
0.5,0.64,5.0,,2,,0,sales,low,0
0.46,0.41,6.0,148.0,4,0.0,0,sales,,0
0.61,0.82,3.0,157.0,2,0.0,0,accounting,low,0
0.91,0.98,4.0,146.0,3,0.0,0,accounting,,0
0.5,,3.0,262.0,4,0.0,0,accounting,low,0
0.75,0.82,3.0,169.0,3,0.0,0,hr,low,0
0.74,,3.0,192.0,3,1.0,0,hr,,0
0.62,,4.0,,2,0.0,0,hr,low,0
0.87,0.76,5.0,254.0,2,1.0,0,hr,low,0
0.13,0.72,3.0,244.0,4,0.0,0,technical,medium,0
0.71,,,100.0,6,0.0,0,technical,medium,0
0.7,0.9,,173.0,2,0.0,0,technical,medium,0
0.32,0.87,2.0,197.0,2,1.0,0,technical,medium,0
0.84,0.72,3.0,,4,0.0,0,technical,medium,0
0.79,0.87,,253.0,2,0.0,0,technical,medium,0
0.97,0.64,4.0,152.0,2,0.0,0,technical,medium,0
0.76,,5.0,136.0,3,,0,technical,medium,0
0.97,0.63,3.0,141.0,3,0.0,0,technical,medium,0
0.53,0.4,5.0,212.0,3,1.0,0,technical,medium,0
0.61,0.57,4.0,144.0,3,0.0,0,technical,medium,0
0.94,0.89,2.0,118.0,4,0.0,0,support,medium,0
0.52,,5.0,265.0,3,1.0,0,support,high,0
0.91,0.67,3.0,143.0,3,0.0,0,support,low,0
0.52,0.63,3.0,230.0,2,0.0,0,support,medium,0
0.59,0.68,5.0,243.0,2,,0,support,medium,0
0.61,0.71,3.0,152.0,4,1.0,0,support,,0
0.78,0.78,,252.0,3,0.0,0,support,medium,0
0.44,0.67,3.0,113.0,2,0.0,0,support,,0
0.8,0.97,4.0,,2,0.0,0,support,low,0
0.54,0.6,4.0,139.0,5,0.0,0,support,low,0
0.96,0.91,,228.0,3,1.0,0,support,,0
0.98,,4.0,214.0,3,0.0,0,technical,low,0
0.83,0.91,4.0,210.0,4,0.0,0,technical,low,0
0.64,0.89,4.0,146.0,3,0.0,0,technical,,0
0.51,0.78,3.0,155.0,2,0.0,0,management,low,0
0.31,0.42,2.0,169.0,5,0.0,0,IT,low,0
0.53,0.68,3.0,258.0,3,0.0,0,IT,low,0
0.81,,3.0,258.0,2,,0,IT,low,0
0.17,0.85,3.0,168.0,4,0.0,0,IT,low,0
0.72,0.98,3.0,211.0,2,0.0,0,IT,low,0
0.49,0.49,2.0,245.0,3,0.0,0,product_mng,low,0
0.81,0.95,3.0,204.0,2,0.0,0,product_mng,low,0
0.75,0.98,2.0,161.0,3,0.0,0,product_mng,,0
0.74,0.73,3.0,267.0,3,0.0,0,product_mng,low,0
0.82,0.73,3.0,183.0,3,0.0,0,IT,,0
0.36,0.4,2.0,,3,0.0,0,RandD,low,0
0.89,0.55,3.0,260.0,2,0.0,0,RandD,low,0
0.78,0.87,3.0,183.0,4,0.0,0,RandD,low,0
0.81,0.56,4.0,262.0,3,0.0,0,RandD,medium,0
0.61,,4.0,244.0,4,0.0,0,RandD,medium,0
0.23,0.96,4.0,242.0,6,0.0,0,marketing,,0
0.73,,4.0,146.0,3,0.0,0,sales,,0
0.4,0.65,4.0,252.0,6,0.0,0,accounting,medium,0
0.99,0.63,,229.0,2,0.0,0,support,medium,0
0.62,0.54,4.0,170.0,3,0.0,0,technical,,0
0.61,0.93,3.0,250.0,4,,0,management,medium,0
0.9,0.98,2.0,243.0,3,0.0,0,marketing,medium,0
0.93,0.67,4.0,135.0,3,1.0,0,marketing,medium,0
0.52,0.75,4.0,266.0,3,0.0,0,marketing,medium,0
0.77,,,223.0,3,0.0,0,sales,medium,0
0.59,0.76,4.0,234.0,3,0.0,0,sales,,0
0.51,0.59,4.0,187.0,3,0.0,0,sales,,0
0.67,0.95,3.0,229.0,3,0.0,0,sales,medium,0
0.95,0.65,3.0,155.0,2,1.0,0,sales,medium,0
0.75,0.76,3.0,,3,0.0,0,sales,,0
0.54,0.61,3.0,152.0,3,0.0,0,sales,medium,0
0.45,0.71,2.0,172.0,2,0.0,0,sales,low,0
0.66,0.66,4.0,255.0,5,0.0,0,sales,low,0
0.36,0.69,3.0,98.0,2,0.0,0,sales,low,0
0.3,,,141.0,6,0.0,0,sales,low,0
0.61,,4.0,146.0,4,1.0,0,sales,low,0
0.71,0.7,4.0,213.0,3,0.0,0,sales,low,0
0.6,0.99,4.0,160.0,3,0.0,0,sales,,0
0.19,0.61,3.0,272.0,4,0.0,0,sales,low,0
0.91,,4.0,125.0,4,0.0,0,sales,medium,0
0.98,0.69,3.0,152.0,2,0.0,0,sales,medium,0
0.9,0.78,3.0,162.0,2,,0,sales,medium,0
0.73,,3.0,251.0,6,0.0,0,sales,medium,0
0.52,0.56,3.0,,3,0.0,0,accounting,medium,0
0.77,0.56,3.0,236.0,3,1.0,0,accounting,medium,0
0.98,0.62,3.0,203.0,2,0.0,0,accounting,medium,0
0.79,0.5,4.0,252.0,3,1.0,0,hr,medium,0
0.73,0.91,3.0,135.0,2,0.0,0,hr,,0
0.97,0.95,,257.0,2,0.0,0,hr,medium,0
0.38,0.6,5.0,145.0,5,0.0,0,hr,medium,0
0.59,0.48,5.0,267.0,3,0.0,0,technical,medium,0
0.73,0.79,4.0,208.0,5,0.0,0,technical,,0
0.84,,4.0,206.0,3,0.0,0,technical,,0
0.61,0.59,4.0,247.0,2,0.0,0,technical,medium,0
0.79,,2.0,228.0,2,0.0,0,technical,medium,0
0.73,0.91,4.0,248.0,2,1.0,0,technical,medium,0
0.22,0.9,4.0,209.0,5,0.0,0,technical,medium,0
0.84,0.52,5.0,171.0,3,0.0,0,technical,medium,0
0.21,0.85,,221.0,5,0.0,0,technical,medium,0
0.44,,,,2,0.0,0,technical,medium,0
0.2,0.52,5.0,218.0,5,0.0,0,technical,medium,0
0.51,0.86,4.0,223.0,3,1.0,0,support,medium,0
0.55,0.98,3.0,169.0,2,0.0,0,support,medium,0
0.24,0.38,6.0,109.0,2,0.0,0,support,medium,0
0.65,0.77,4.0,273.0,2,0.0,0,support,,0
0.44,0.42,3.0,178.0,3,0.0,0,support,,0
0.98,,4.0,189.0,4,0.0,0,support,high,0
0.69,,5.0,203.0,2,1.0,0,support,high,0
0.71,0.56,3.0,177.0,4,0.0,0,support,high,0
0.54,,5.0,253.0,2,1.0,0,support,high,0
0.77,0.98,3.0,273.0,3,0.0,0,support,,0
0.53,0.43,2.0,139.0,3,,0,support,,0
0.64,0.72,3.0,185.0,2,1.0,0,technical,,0
0.69,0.59,,,4,0.0,0,technical,high,0
0.93,0.71,,270.0,2,0.0,0,technical,,0
0.58,,3.0,139.0,4,0.0,0,management,high,0
0.33,0.46,5.0,261.0,6,1.0,0,IT,low,0
0.95,0.57,,238.0,3,0.0,0,IT,low,0
0.65,,3.0,241.0,3,0.0,0,IT,,0
0.9,0.7,3.0,,2,,0,IT,low,0
0.59,0.8,3.0,258.0,3,1.0,0,IT,low,0
0.88,0.55,4.0,205.0,4,0.0,0,product_mng,low,0
0.63,,4.0,243.0,4,0.0,0,product_mng,low,0
0.53,0.61,,,2,0.0,0,product_mng,low,0
0.63,0.64,4.0,178.0,3,0.0,0,product_mng,low,0
0.96,,4.0,158.0,3,0.0,0,IT,low,0
0.7,0.73,3.0,194.0,2,0.0,0,RandD,low,0
0.73,0.36,4.0,253.0,2,1.0,0,RandD,,0
0.94,0.8,4.0,228.0,2,0.0,0,RandD,low,0
0.82,0.58,5.0,227.0,3,0.0,0,RandD,low,0
0.44,0.63,3.0,,2,0.0,0,RandD,low,0
0.58,0.9,5.0,257.0,3,0.0,0,marketing,medium,0
0.55,0.97,2.0,140.0,2,0.0,0,sales,medium,0
0.92,0.84,3.0,164.0,2,0.0,0,accounting,medium,0
0.91,0.59,4.0,177.0,4,0.0,0,support,medium,0
0.69,0.61,4.0,,4,0.0,0,technical,medium,0
0.23,0.7,,233.0,2,0.0,0,management,medium,0
0.21,0.81,,227.0,5,0.0,0,marketing,medium,0
0.51,0.6,4.0,140.0,3,0.0,0,marketing,medium,0
0.73,,3.0,254.0,4,1.0,0,marketing,medium,0
0.65,0.67,3.0,,3,0.0,0,sales,,0
0.64,0.48,2.0,157.0,2,0.0,0,sales,medium,0
0.77,0.49,3.0,265.0,3,0.0,0,sales,medium,0
0.71,0.79,4.0,261.0,3,0.0,0,sales,,0
0.2,0.38,6.0,212.0,6,0.0,0,sales,high,0
0.99,0.57,4.0,216.0,3,0.0,0,sales,high,0
0.77,0.57,4.0,238.0,3,0.0,0,sales,high,0
0.8,0.56,2.0,,3,0.0,0,sales,high,0
0.97,0.5,,216.0,2,0.0,0,sales,,0
0.89,,4.0,,3,0.0,0,sales,high,0
0.97,,4.0,218.0,2,0.0,0,sales,high,0
0.23,0.99,5.0,176.0,4,1.0,0,sales,,0
0.6,,4.0,144.0,2,0.0,0,sales,low,0
0.52,0.63,5.0,241.0,3,0.0,0,sales,low,0
0.86,0.63,3.0,271.0,2,0.0,0,sales,low,0
0.86,,4.0,184.0,3,0.0,0,sales,,0
0.76,0.58,3.0,262.0,2,0.0,0,sales,low,0
0.79,0.77,6.0,233.0,6,0.0,0,sales,low,0
0.35,,3.0,155.0,3,0.0,0,sales,,0
1.0,0.97,5.0,141.0,2,0.0,0,accounting,medium,0
0.2,,6.0,,5,0.0,0,accounting,medium,0
0.57,0.62,5.0,141.0,3,0.0,0,accounting,medium,0
0.23,0.46,4.0,274.0,5,1.0,0,hr,,0
0.82,,3.0,160.0,2,0.0,0,hr,,0
0.98,0.8,,166.0,2,0.0,0,hr,,0
0.52,0.7,4.0,219.0,3,0.0,0,hr,medium,0
0.96,0.61,4.0,158.0,6,0.0,0,technical,medium,0
0.69,0.64,,190.0,4,0.0,0,technical,medium,0
0.92,0.77,5.0,191.0,2,0.0,0,technical,medium,0
0.91,0.43,,117.0,5,1.0,0,technical,medium,0
0.85,0.96,4.0,240.0,6,0.0,0,technical,medium,0
0.91,0.77,4.0,239.0,2,0.0,0,technical,medium,0
0.79,0.55,4.0,145.0,3,0.0,0,technical,,0
0.74,0.95,3.0,157.0,4,0.0,0,technical,medium,0
0.73,0.72,3.0,166.0,3,0.0,0,technical,medium,0
0.55,0.98,4.0,137.0,2,0.0,0,technical,,0
0.79,,5.0,208.0,4,1.0,0,technical,medium,0
0.53,0.51,4.0,174.0,2,0.0,0,support,medium,0
0.7,0.6,3.0,267.0,3,0.0,0,support,medium,0
0.74,0.56,3.0,,6,0.0,0,support,medium,0
0.95,0.76,4.0,220.0,3,0.0,0,support,medium,0
0.49,,4.0,,3,0.0,0,support,medium,0
0.79,,5.0,,3,1.0,0,support,high,0
0.99,0.86,3.0,166.0,2,0.0,0,support,low,0
0.56,,4.0,197.0,2,0.0,0,support,medium,0
0.7,0.79,4.0,240.0,2,0.0,0,support,medium,0
0.93,0.65,4.0,258.0,3,0.0,0,support,medium,0
0.46,0.66,,229.0,3,0.0,0,support,medium,0
0.24,0.61,5.0,252.0,4,0.0,0,technical,,0
0.32,0.41,3.0,138.0,3,1.0,0,technical,medium,0
0.5,,4.0,208.0,3,1.0,0,technical,medium,0
0.58,0.72,,113.0,3,1.0,0,management,medium,0
0.83,0.81,4.0,209.0,4,,0,IT,medium,0
0.57,0.42,2.0,248.0,4,0.0,0,IT,medium,0
0.51,0.83,5.0,,3,0.0,0,IT,low,0
0.65,0.96,2.0,246.0,2,1.0,0,IT,low,0
0.52,0.41,,283.0,3,0.0,0,IT,low,0
0.77,0.7,3.0,145.0,2,0.0,0,product_mng,,0
0.42,0.77,3.0,270.0,3,0.0,0,product_mng,,0
0.68,,4.0,273.0,4,0.0,0,product_mng,low,0
0.83,0.92,,,6,1.0,0,product_mng,low,0
0.66,,3.0,166.0,3,0.0,0,IT,high,0
0.75,0.57,3.0,158.0,2,1.0,0,RandD,low,0
0.65,0.48,4.0,229.0,3,0.0,0,RandD,high,0
0.49,0.6,3.0,191.0,3,1.0,0,RandD,high,0
0.77,0.96,3.0,,2,1.0,0,RandD,,0
0.65,,3.0,198.0,3,0.0,0,RandD,low,0
0.65,0.49,5.0,238.0,4,0.0,0,marketing,,0
0.44,0.58,2.0,157.0,2,0.0,0,sales,low,0
0.61,0.72,4.0,134.0,2,0.0,0,accounting,medium,0
0.98,0.89,3.0,,3,0.0,0,support,high,0
0.68,0.88,5.0,256.0,2,0.0,0,technical,medium,0
0.58,0.5,3.0,208.0,3,0.0,0,management,medium,0
0.81,0.92,3.0,136.0,3,0.0,0,marketing,medium,0
0.76,0.5,4.0,136.0,3,0.0,0,marketing,medium,0
0.14,0.93,4.0,180.0,4,0.0,0,marketing,high,0
0.49,,3.0,227.0,3,0.0,0,sales,medium,0
0.97,0.78,,156.0,3,0.0,0,sales,medium,0
0.91,0.6,4.0,133.0,4,1.0,0,sales,medium,0
0.15,0.98,2.0,96.0,2,0.0,0,sales,high,0
0.82,,3.0,171.0,3,0.0,0,sales,medium,0
0.67,,3.0,,4,0.0,0,sales,high,0
0.5,0.96,4.0,274.0,3,0.0,0,sales,low,0
0.57,0.39,2.0,145.0,3,0.0,0,sales,medium,0
0.99,,5.0,221.0,2,0.0,0,sales,,0
0.97,0.94,3.0,202.0,2,0.0,0,sales,medium,0
0.93,,5.0,238.0,2,0.0,0,sales,medium,0
0.62,,4.0,170.0,2,0.0,0,sales,low,0
0.62,0.51,4.0,208.0,2,1.0,0,sales,low,0
0.96,0.61,4.0,199.0,3,0.0,0,sales,,0
0.98,0.96,4.0,253.0,3,0.0,0,sales,,0
0.52,0.57,4.0,239.0,3,0.0,0,sales,low,0
0.56,0.77,,279.0,4,0.0,0,sales,low,0
0.14,0.41,,114.0,3,,0,sales,low,0
0.29,0.38,6.0,105.0,5,0.0,0,sales,low,0
0.76,0.81,4.0,193.0,3,1.0,0,accounting,low,0
0.39,0.58,3.0,152.0,3,1.0,0,accounting,low,0
0.96,,,228.0,2,0.0,0,accounting,high,0
0.84,0.93,3.0,242.0,4,0.0,0,hr,low,0
0.81,0.62,4.0,,3,0.0,0,hr,low,0
0.51,0.51,5.0,222.0,4,0.0,0,hr,low,0
0.87,0.75,3.0,222.0,3,,0,hr,low,0
0.94,0.77,5.0,233.0,4,0.0,0,technical,high,0
0.69,0.97,4.0,264.0,3,0.0,0,technical,low,0
0.44,0.53,3.0,132.0,3,1.0,0,technical,low,0
0.85,0.55,5.0,182.0,3,0.0,0,technical,low,0
0.18,0.86,,264.0,3,0.0,0,technical,high,0
0.91,0.74,6.0,253.0,2,0.0,0,technical,low,0
0.81,0.83,3.0,,3,0.0,0,technical,medium,0
0.82,0.59,5.0,143.0,2,1.0,0,technical,high,0
0.48,0.79,3.0,180.0,2,0.0,0,technical,medium,0
0.92,0.84,,220.0,3,1.0,0,technical,,0
0.94,,5.0,150.0,4,0.0,0,technical,medium,0
1.0,0.56,3.0,182.0,3,0.0,0,support,medium,0
0.96,0.91,3.0,257.0,3,0.0,0,support,medium,0
0.24,,,269.0,4,1.0,0,support,medium,0
0.62,0.89,,243.0,3,0.0,0,support,medium,0
0.55,0.76,4.0,257.0,3,0.0,0,support,medium,0
0.82,0.52,,233.0,2,0.0,0,support,,0
0.62,0.56,4.0,267.0,4,0.0,0,support,medium,0
0.61,0.69,4.0,160.0,2,1.0,0,support,high,0
0.72,0.52,,143.0,4,1.0,0,support,,0
0.45,0.76,4.0,143.0,2,1.0,0,support,medium,0
0.51,0.93,3.0,162.0,4,0.0,0,support,,0
0.42,0.53,3.0,,5,0.0,0,technical,medium,0
0.69,0.64,3.0,286.0,3,0.0,0,technical,medium,0
0.61,0.66,,111.0,3,0.0,0,technical,medium,0
0.5,0.98,5.0,,4,0.0,0,management,medium,0
0.25,0.68,4.0,279.0,5,,0,IT,,0
0.88,0.89,4.0,135.0,3,0.0,0,IT,,0
0.81,0.66,3.0,160.0,2,0.0,0,IT,medium,0
0.75,0.77,3.0,178.0,4,0.0,0,IT,high,0
0.77,0.8,3.0,147.0,3,0.0,0,IT,low,0
0.55,,3.0,204.0,2,0.0,0,product_mng,low,0
0.7,0.73,5.0,151.0,2,0.0,0,product_mng,low,0
0.96,,3.0,209.0,2,0.0,0,product_mng,high,0
0.18,0.73,6.0,225.0,4,0.0,0,product_mng,low,0
0.22,,6.0,142.0,3,0.0,0,IT,,0
0.95,0.49,3.0,158.0,2,0.0,0,RandD,low,0
0.37,,2.0,139.0,4,0.0,0,RandD,high,0
0.84,0.45,,263.0,2,0.0,0,RandD,low,0
0.8,,,160.0,3,0.0,0,RandD,,0
0.57,0.55,2.0,,2,0.0,0,RandD,low,0
0.98,0.63,3.0,169.0,2,0.0,0,marketing,low,0
0.95,0.62,,161.0,3,0.0,0,sales,low,0
0.8,0.65,4.0,172.0,3,1.0,0,accounting,low,0
0.52,0.7,3.0,257.0,3,0.0,0,support,low,0
0.31,0.62,2.0,139.0,3,0.0,0,technical,medium,0
0.71,0.59,5.0,245.0,2,0.0,0,management,medium,0
0.71,0.85,3.0,260.0,3,0.0,0,marketing,medium,0
0.5,0.96,5.0,229.0,4,0.0,0,marketing,medium,0
0.95,0.9,2.0,129.0,5,0.0,0,marketing,medium,0
0.95,0.77,3.0,,4,0.0,0,sales,medium,0
0.65,0.85,4.0,204.0,3,0.0,0,sales,medium,0
0.94,0.72,3.0,152.0,2,1.0,0,sales,medium,0
0.72,0.85,4.0,142.0,3,0.0,0,sales,,0
0.94,0.79,4.0,136.0,2,0.0,0,sales,medium,0
0.79,0.94,,216.0,4,0.0,0,sales,medium,0
0.6,0.58,,201.0,3,0.0,0,sales,medium,0
0.62,0.76,4.0,163.0,3,0.0,0,sales,high,0
0.94,0.74,4.0,224.0,5,0.0,0,sales,low,0
0.24,0.5,4.0,209.0,3,0.0,0,sales,medium,0
0.17,0.71,5.0,,4,1.0,0,sales,medium,0
0.66,0.83,4.0,234.0,4,0.0,0,sales,,0
0.65,0.56,3.0,221.0,2,0.0,0,sales,medium,0
0.51,0.62,2.0,186.0,2,0.0,0,sales,low,0
0.41,0.75,4.0,199.0,3,0.0,0,sales,,0
0.98,0.99,3.0,235.0,3,0.0,0,sales,,0
0.96,0.55,5.0,211.0,2,0.0,0,sales,low,0
0.55,0.97,4.0,136.0,4,0.0,0,sales,low,0
0.99,0.71,4.0,155.0,3,0.0,0,sales,low,0
0.51,0.98,4.0,,3,0.0,0,accounting,low,0
0.74,,3.0,285.0,3,0.0,0,accounting,low,0
0.81,0.87,5.0,,3,0.0,0,accounting,,0
0.51,0.87,3.0,180.0,4,0.0,0,hr,low,0
0.53,0.55,5.0,224.0,2,,0,hr,low,0
0.67,,6.0,107.0,2,1.0,0,hr,low,0
0.68,0.64,2.0,167.0,2,0.0,0,hr,,0
0.69,0.63,3.0,137.0,3,0.0,0,technical,low,0
0.71,0.65,4.0,239.0,3,0.0,0,technical,low,0
0.64,0.56,3.0,239.0,3,0.0,0,technical,low,0
0.62,0.58,3.0,148.0,2,1.0,0,technical,low,0
0.81,,4.0,,3,1.0,0,technical,,0
0.84,0.54,4.0,179.0,2,0.0,0,technical,low,0
1.0,0.67,3.0,181.0,2,0.0,0,technical,low,0
0.72,,5.0,,4,1.0,0,technical,low,0
0.57,0.67,3.0,207.0,2,,0,technical,medium,0
0.73,0.99,4.0,152.0,4,0.0,0,technical,medium,0
0.91,0.59,4.0,133.0,4,0.0,0,technical,,0
0.98,0.85,,178.0,3,0.0,0,support,medium,0
0.58,,4.0,173.0,3,0.0,0,support,medium,0
0.73,0.52,,113.0,5,1.0,0,support,,0
0.96,0.95,3.0,236.0,2,0.0,0,support,medium,0
0.57,,3.0,188.0,5,0.0,0,support,,0
0.77,0.73,,269.0,2,0.0,0,support,medium,0
0.3,0.85,2.0,203.0,3,0.0,0,support,,0
0.85,0.75,3.0,214.0,3,0.0,0,support,medium,0
0.49,0.83,2.0,185.0,6,0.0,0,support,medium,0
0.77,0.43,4.0,265.0,6,0.0,0,support,high,0
1.0,,4.0,184.0,4,0.0,0,support,low,0
0.85,,3.0,157.0,3,0.0,0,technical,medium,0
0.87,,,258.0,3,0.0,0,technical,medium,0
0.9,0.79,,222.0,6,1.0,0,technical,medium,0
0.71,0.8,5.0,,4,0.0,0,management,medium,0
0.59,0.56,5.0,,4,0.0,0,IT,low,0
0.85,0.74,3.0,250.0,3,1.0,0,IT,low,0
0.72,0.82,4.0,231.0,3,0.0,0,IT,low,0
0.73,,3.0,165.0,3,0.0,0,IT,low,0
0.9,0.54,3.0,272.0,2,0.0,0,IT,,0
0.59,0.65,4.0,177.0,2,0.0,0,product_mng,low,0
0.52,0.9,3.0,133.0,3,0.0,0,product_mng,,0
0.85,0.49,4.0,159.0,3,0.0,0,product_mng,low,0
0.35,0.4,3.0,130.0,3,0.0,0,product_mng,low,0
0.7,0.68,,185.0,4,0.0,0,IT,low,0
0.58,0.86,3.0,182.0,3,0.0,0,RandD,low,0
0.89,0.5,2.0,238.0,4,,0,RandD,low,0
0.54,0.63,3.0,211.0,3,0.0,0,RandD,low,0
0.55,,4.0,209.0,3,0.0,0,RandD,low,0
0.77,0.62,5.0,190.0,3,0.0,0,RandD,low,0
0.55,,4.0,272.0,4,1.0,0,marketing,,0
0.6,0.77,3.0,202.0,3,0.0,0,sales,low,0
0.75,0.9,4.0,185.0,3,0.0,0,accounting,low,0
0.57,0.88,3.0,176.0,3,0.0,0,support,low,0
0.69,,4.0,239.0,3,0.0,0,technical,low,0
0.87,,4.0,238.0,3,1.0,0,management,low,0
0.69,0.36,5.0,,6,1.0,0,marketing,medium,0
0.58,0.92,3.0,232.0,5,0.0,0,marketing,medium,0
0.87,0.64,2.0,148.0,6,,0,marketing,,0
0.71,0.77,3.0,149.0,2,0.0,0,sales,medium,0
0.74,0.78,4.0,203.0,2,0.0,0,sales,,0
0.75,0.53,5.0,235.0,3,0.0,0,sales,medium,0
0.5,0.54,2.0,269.0,2,1.0,0,sales,medium,0
0.59,0.86,4.0,260.0,2,0.0,0,sales,medium,0
0.81,0.84,3.0,216.0,3,0.0,0,sales,medium,0
0.34,0.55,3.0,136.0,2,1.0,0,sales,medium,0
0.53,0.87,5.0,158.0,3,0.0,0,sales,medium,0
0.94,,,180.0,4,0.0,0,sales,medium,0
0.76,,5.0,133.0,2,0.0,0,sales,high,0
0.2,0.58,5.0,199.0,4,0.0,0,sales,,0
0.97,0.67,3.0,,2,1.0,0,sales,medium,0
0.96,0.72,3.0,195.0,2,0.0,0,sales,,0
0.81,0.5,5.0,205.0,3,0.0,0,sales,medium,0
0.2,0.48,4.0,156.0,4,1.0,0,sales,medium,0
0.53,,3.0,125.0,2,1.0,0,sales,low,0
0.75,0.76,3.0,171.0,4,0.0,0,sales,,0
0.55,0.91,4.0,199.0,3,0.0,0,sales,low,0
0.58,0.65,5.0,187.0,2,,0,sales,low,0
0.99,,4.0,,4,0.0,0,accounting,low,0
0.96,0.86,4.0,268.0,3,0.0,0,accounting,low,0
0.82,,3.0,257.0,2,0.0,0,accounting,low,0
0.88,0.77,4.0,224.0,5,1.0,0,hr,low,0
0.78,0.97,,221.0,4,0.0,0,hr,low,0
0.46,0.47,6.0,101.0,5,0.0,0,hr,low,0
0.88,,3.0,224.0,2,0.0,0,hr,low,0
0.91,0.55,3.0,223.0,4,1.0,0,technical,low,0
0.6,0.68,4.0,271.0,4,,0,technical,,0
0.82,0.51,3.0,,2,0.0,0,technical,,0
0.67,0.56,4.0,,3,0.0,0,technical,low,0
0.55,,3.0,209.0,3,0.0,0,technical,,0
0.73,,,186.0,4,0.0,0,technical,,0
0.59,0.68,4.0,,2,0.0,0,technical,,0
0.4,0.65,6.0,172.0,2,1.0,0,technical,low,0
0.56,0.99,3.0,209.0,2,0.0,0,technical,low,0
0.87,0.57,4.0,175.0,2,1.0,0,technical,low,0
0.5,,5.0,239.0,3,0.0,0,technical,medium,0
0.98,0.79,,,4,0.0,0,support,medium,0
0.71,,4.0,131.0,3,0.0,0,support,medium,0
0.72,0.89,4.0,217.0,3,0.0,0,support,,0
0.5,,4.0,242.0,2,0.0,0,support,medium,0
0.89,,3.0,,2,0.0,0,support,medium,0
0.56,0.68,3.0,208.0,3,1.0,0,support,medium,0
0.32,0.55,4.0,167.0,5,0.0,0,support,,0
0.96,0.88,5.0,,2,0.0,0,support,medium,0
0.67,0.92,4.0,156.0,2,0.0,0,support,medium,0
0.26,,3.0,238.0,6,0.0,0,support,medium,0
0.51,0.9,5.0,193.0,4,0.0,0,support,medium,0
0.16,0.78,4.0,196.0,5,0.0,0,technical,,0
0.77,0.71,5.0,233.0,2,0.0,0,technical,,0
0.67,0.52,2.0,152.0,5,0.0,0,technical,,0
0.36,0.77,4.0,252.0,2,0.0,0,management,,0
0.69,0.82,,262.0,5,1.0,0,IT,,0
0.72,0.76,3.0,261.0,4,0.0,0,IT,,0
0.72,,4.0,144.0,2,0.0,0,IT,low,0
0.88,,4.0,234.0,3,0.0,0,IT,low,0
0.91,0.55,2.0,234.0,2,0.0,0,IT,low,0
0.96,0.6,4.0,170.0,2,1.0,0,product_mng,low,0
0.49,0.8,3.0,238.0,4,,0,product_mng,low,0
0.59,0.97,5.0,242.0,3,0.0,0,product_mng,low,0
0.8,0.87,4.0,209.0,3,,0,product_mng,,0
